"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2022-06-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Asia meridional (BIRF y la AIF)","TSA","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","19.71927","19.6703","18.6832","17.73927","16.76487","15.91443","15.04697","13.9641","13.15205","12.36282","11.44901","10.54172","9.62659","8.65331","7.6588","6.6631","5.69187","4.76434","4.81038","4.69564","4.75052","4.75324","4.6919","4.60594","4.53927","4.47186","4.52256","4.58019","4.6518","4.67443","4.8459","4.43272","4.40733","4.34591","4.4797","4.61901","4.56297","4.87562","4.80855","5.17097","5.46281","5.51213","3.56547","3.00725","2.26549","1.69623","1.45763","1.38304","1.29332","","","",
"África al sur del Sahara (BIRF y la AIF)","TSS","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","12.54678","12.44459","12.27925","12.22383","11.94807","11.56976","11.66082","11.46947","10.74134","10.80796","11.14338","10.95002","10.96586","10.83978","10.77656","10.83524","11.36123","11.60391","11.80105","11.70903","11.35938","11.24914","10.55717","10.24888","10.95525","11.01725","10.87353","10.62588","10.5845","10.59461","10.48271","10.78411","10.79247","10.50236","10.5325","9.45136","9.2224","9.19157","8.93647","9.02382","8.73847","8.46562","8.54488","8.40363","8.04179","7.80736","7.71244","7.66633","7.57461","","","",
"Trinidad y Tobago","TTO","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","3.87258","","","4.835","","","3.53844","","","3.40323","3.22106","3.58372","","","5.92634","5.6057","","4.65378","7.91956","6.29417","","4.96965","5.19834","5.23041","","3.71769","6.59306","5.79388","6.32509","","","","","","","","","","","",
"Túnez","TUN","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","29.22805","29.3481","16.95301","16.79257","17.05497","19.3341","24.28121","21.61874","22.13109","22.31613","20.60327","19.57685","20.32488","19.86387","20.92114","20.36206","22.17873","22.84361","21.14062","20.57022","19.75947","20.46332","18.54361","17.81798","16.3173","17.29975","16.0662","","18.26303","16.15453","14.10834","9.83664","9.15502","7.27938","8.50713","6.05211","7.41059","8.45843","6.78293","5.95452","","","7.2111","6.82369","0.03112","11.52009","11.23848","","","","",
"Turquía","TUR","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","8.82067","9.15722","8.34329","8.04163","7.54361","7.5889","6.94222","6.76081","6.67001","5.72416","5.12841","4.905","","","","","","","","","2.92024","2.54156","2.53105","2.22117","2.12794","1.75646","1.69514","2.35584","2.26257","2.06249","1.84557","1.76959","2.04456","2.37347","","","","",
"Tuvalu","TUV","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","0","0","","","","6.48344","","","","","","","","","","","","","","","","","0.0672","0.07553","","0.45317","","","",
"Tanzanía","TZA","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","1.5747","1.31422","1.0906","0.85787","0.4875","0.4096","","","","","1.22147","1.22205","1.119","1.01306","0.96951","1.18639","4.70721","5.60735","4.5097","4.31347","3.71897","3.44932","3.08261","2.9321","","","2.14603","2.94612","3.1625","2.62264","2.52383","2.40844","","5.30402","5.82542","4.8785","4.22038","","2.3555","2.39149","","2.62955","3.50361","","","4.51278","","1.87322","","","",
"Uganda","UGA","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","10.20518","11.33154","","","9.60338","","","10.08826","","","","14.07535","","","","","","","","","","","","","","","9.50398","10.52894","13.28744","13.74929","13.14414","","14.7897","10.95258","13.88002","10.75543","10.24992","10.61228","10.33076","7.10697","7.17833","7.88989","8.80427","","","","",
"Ucrania","UKR","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","0.49478","0.46609","0.38841","0.35065","","0.25933","0.2734","0.27635","0.26568","0.25259","","0.33191","0.38568","0.46592","0.54207","","","0.62334","","0.9175","0.97163","0.95289","1.03952","0.92457","","","","0.85233","0.79428","0.70347","0.48113","0.19682","0.13792","0.12411","0.10783","0.11872","0.11882","0.1165","0.09263","0.07103","0.06396","0.05586","0.05475","0.05668","0.05115","0.06178","0.07049","0.07265","","","",
"Ingreso mediano alto","UMC","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","8.99325","9.00555","8.90105","8.98913","8.78654","8.74601","8.71124","8.23904","7.97126","7.38112","6.87666","6.39285","6.08231","5.59606","5.06098","5.00586","4.81741","4.71429","4.28202","4.28649","4.14606","3.98396","3.96268","3.84619","3.63856","3.3348","3.19136","2.99232","2.88951","2.7616","2.61051","2.47402","2.39856","2.30922","2.36529","2.35995","","","",
"Uruguay","URY","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","14.39525","13.60661","13.62912","13.37752","14.00556","","13.78607","12.94422","12.87958","13.01117","12.42306","","","","","11.34572","10.26085","9.76687","9.02854","8.57098","9.16182","10.32574","10.22573","9.83578","9.8923","9.70817","9.47672","8.20882","8.40248","7.93127","8.89855","9.00664","8.35558","8.33856","7.45976","7.48846","7.0109","6.95751","6.75727","5.41109","5.5273","5.38069","5.28029","4.84566","4.62806","4.45226","4.23555","","","","","",
"Estados Unidos","USA","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.60894","","","","",
"Uzbekistán","UZB","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.21497","0.16914","","","","0.06997","0.05899","0.05093","0.03509","0.02523","0.02056","0.01435","0.01287","0.0085","0.00589","0.00396","0.007","0.00431","0.00496","0.00439","0.00423","0.00286","0.00208","0.00205","0.00125","","","",
"San Vicente y las Granadinas","VCT","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.10374","","","10.40265","9.95759","6.35265","4.05981","","","4.55833","","4.65535","4.78186","4.90189","4.44559","2.62158","3.98144","2.29152","2.82512","2.06092","","","",
"Venezuela","VEN","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","2.15011","2.66418","2.54212","2.65202","2.88369","2.72191","2.53635","7.57899","8.58164","9.27567","9.84036","9.9445","9.98521","9.88404","9.7036","9.4169","9.23494","9.46609","9.98753","10.19541","10.47982","10.64067","10.98845","","","10.18429","9.88719","","7.01413","6.68319","6.6832","7.65369","7.50177","7.34837","6.77531","6.11539","4.91432","3.37052","3.47701","3.69488","3.52591","3.16562","3.22968","3.00046","3.00004","2.99774","2.93829","","","","",
"Islas Vírgenes Británicas","VGB","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","9.61817","","","","","","","","","6.59472","","","","","","2.7402","","3.69975","4.38849","4.10765","6.84647","6.77386","4.46781","","6.32992","5.62324","7.17017","4.99368","5.84923","5.85902","5.53901","2.65941","3.08938","","","","",
"Islas Vírgenes (EE.UU.)","VIR","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.60341","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","6.85674","","","","","","","","","","","","","","","","","","","","3.75809","3.33336","2.88088","2.3953","2.39529","","","","","","","","1.50767","1.3039","1.02726","0.9943","0.94751","0.80931","0.80931","0.81974","","","",
"Vanuatu","VUT","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.63943","","14.53794","","","","10.96142","","10.55951","6.71838","8.11849","9.14238","10.67505","","","13.55739","13.01671","14.01114","13.3958","","","15.56325","","","","","","","","",
"Mundo","WLD","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","9.91158","9.80035","9.74748","9.54459","9.2908","9.06944","8.92625","8.86085","8.81522","8.5751","8.56968","8.3558","8.2372","8.08449","7.86798","7.58991","7.55034","7.25392","7.18707","7.08618","6.85057","6.70482","6.3575","6.09667","5.94872","5.80868","5.56648","5.32705","5.33706","5.24998","5.25244","5.04686","5.05319","4.9386","4.85766","4.81128","4.71688","4.73433","4.60044","4.72232","4.68659","4.61744","4.09206","3.84917","3.545","3.26072","3.17765","3.18294","3.13966","","","",
"Samoa","WSM","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.10566","1.9194","1.79927","0.85295","1.6728","0.97447","0.99907","0.90744","2.15853","2.06381","1.65196","1.32089","1.32062","1.2122","","0.97091","0.94263","1.57066","1.08139","","1.3748","1.34696","1.33317","1.14416","0.99025","","","",
"Kosovo","XKX","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep. del","YEM","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.61674","","6.9614","6.93835","4.33378","4.33145","4.90346","","","5.72388","","6.52228","","6.6545","8.42028","","","5.87759","","","","","",
"Sudáfrica","ZAF","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.33967","","","","","","","7.9732","10.38967","8.7918","9.36351","7.40127","5.21703","7.96037","","","","","","","","","","","9.24749","8.78802","","","","","",
"Zambia","ZMB","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","2.00187","1.92734","2.03999","2.05435","1.72514","1.32128","1.14881","1.58098","1.85021","1.46328","1.28537","1.46074","1.75324","","2.16411","","","","","","","","2.40472","2.79902","","","6.2023","6.08501","6.17957","","7.56489","","6.93448","6.32626","6.85602","6.49999","5.88221","6.17844","6.02232","5.90343","5.34776","5.5269","","","","","","","","",
"Zimbabwe","ZWE","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","0.81779","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.11712","1.89476","","","","","","","","",
