"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2022-06-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Italia","ITA","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","7.20693","5.87855","5.28955","4.46171","3.84753","2.97663","2.50666","2.20353","1.31156","1.31817","1.22174","1.34728","1.24723","1.18779","1.04256","1.02049","0.97058","0.95","0.93903","0.92","","0.68789","","0.60214","0.54489","0.43439","0.43912","","0.38496","0.43634","0.32555","0.28747","0.2894","0.29775","0.23138","0.21468","0.24318","0.26957","0.3081","0.31093","0.32417","0.29432","0.26003","0.35913","0.35941","0.3624","0.33437","","","","",
"Jamaica","JAM","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","3.61169","4.388","","4.14044","3.79423","3.88998","","","4.77976","4.5599","3.46999","3.9014","3.32997","3.20967","3.60094","4.02651","","3.47189","","","","","","","5.06904","4.96749","3.46644","","2.79426","2.79433","","3.00367","3.04891","3.56047","2.98656","3.03475","3.03461","3.2101","3.40945","3.26417","3.11419","2.9161","2.84127","","","",
"Jordania","JOR","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","6.35304","6.21813","3.9405","4.31261","4.11697","4.76192","3.92675","2.71209","2.98655","3.2307","3.95492","4.37776","4.63814","4.71217","","6.19001","6.54","5.59288","5.0856","4.60039","4.8105","4.07447","1.53587","","1.1257","","","0.71255","0.64077","","0.49981","0.46111","1.01352","0.91936","1.12197","1.08097","0.5852","","","0.49895","0.61738","0.5268","0.47633","","1.49161","1.32711","1.15416","","","",
"Japón","JPN","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","",
"Kazajstán","KAZ","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.93605","0.38052","","0.59626","0.57158","0.3443","0.26475","0.22915","0.16766","0.13911","0.11801","0.10967","0.09672","0.08409","0.07468","0.07361","0.05794","0.05621","0.05285","0.04608","0.04286","0.03629","0.04428","0.03509","0.04435","0.0377","","",
"Kenya","KEN","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","3.68557","3.6657","3.87545","4.07194","","4.34896","5.26476","5.63782","6.14127","8.49223","12.90393","13.19681","","","","","","","","","","","","","","","","","","","","","","","5.84329","5.82757","","","","","","","","","5.11972","3.4194","2.93974","","","","","",
"Kirguistán","KGZ","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.60607","0.43235","","","0.32973","0.26675","0.23721","0.16234","0.13974","0.09361","0.08983","0.11275","0.08487","0.09754","0.07847","0.06424","0.06701","0.05527","0.03842","0.0306","0.041","0.02916","0.02715","0.01892","","","",
"Camboya","KHM","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.86003","30.42706","","27.01475","26.31302","24.2012","","16.48361","9.56354","10.08898","10.56205","13.84206","12.67584","11.64873","11.24833","10.15229","8.84412","7.15669","5.84185","5.03588","5.25529","5.18397","6.56683","6.44549","6.3817","","","",
"Kiribati","KIR","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","4.82491","5.34085","6.48878","4.60144","4.13958","3.66435","2.7035","2.85736","2.78274","1.7328","1.43483","1.98509","1.15914","0.57788","0.57161","0.15605","0.44128","0.18452","0.38785","0.23149","0.2444","","","","","","","","","","","","","","","","","1.93305","","2.07346","","","","","",
"Saint Kitts y Nevis","KNA","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","1.83085","1.54464","2.55763","1.69464","2.31937","1.03235","1.25246","1.53624","1.97585","1.5774","","","","","",
"Corea, República de","KOR","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","0.0761","0.10778","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0.0065","0.00189","0.00211","0.00208","0.0019","0.00192","0.00239","0.00201","0.0024","0.00434","0.00329","0.00283","0.00373","0.00351","","","","",
"Kuwait","KWT","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","11.86683","14.13721","12.17568","12.01097","11.94393","10.82543","8.67647","7.93259","8.52463","6.62588","6.15976","5.17665","5.13272","6.02549","5.64191","5.20191","5.20473","","","","","2.80353","","4.15064","3.85178","3.46656","3.36041","","3.2622","3.3378","3.19335","2.76642","2.51597","2.2253","1.94995","","0.91504","","","0.68497","0.76535","0.59232","0.58041","","","0.71908","0.5058","0.51485","","","",
"América Latina y el Caribe (excluido altos ingresos)","LAC","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","15.16605","14.09374","14.88043","14.47826","13.87634","13.07756","13.17467","13.30125","13.97068","12.80293","14.49893","14.2151","14.25375","13.9289","13.68118","13.44283","13.56476","12.84359","12.85135","12.68535","12.78698","12.48624","12.35943","12.04341","12.11773","12.74922","12.6324","12.24481","12.58141","12.38984","12.4594","11.2738","10.98368","10.39629","10.28942","9.77957","8.89212","7.88977","7.06072","6.46706","5.9729","5.74053","5.63709","5.16335","4.51054","4.37513","4.19385","4.4287","4.4405","","","",
"República Democrática Popular Lao","LAO","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.24156","","29.5776","","30.67897","27.47463","26.21328","","24.06782","23.42526","21.591","20.92419","19.75019","19.8299","19.99913","19.78247","19.88472","19.18152","18.24459","16.94616","16.82495","15.79196","14.03975","12.45585","10.69057","9.08807","6.92152","5.9652","4.97133","4.20883","4.15481","","","",
"Líbano","LBN","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.39414","12.14662","9.06604","8.5343","7.08915","8.72162","9.69907","10.56279","10.07213","9.51937","9.15956","8.7659","8.97378","8.08934","9.21825","8.24101","8.0303","8.21795","7.65095","7.42356","7.03774","6.26983","","","",
"Liberia","LBR","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","11.08757","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.64117","","6.67325","5.47935","","6.50301","","","6.03705","5.35722","","6.92471","","","","",
"Libia","LBY","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","5.03084","7.75367","6.25325","8.66973","16.4263","14.63121","14.73337","14.07896","13.89212","9.19162","","9.5846","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Santa Lucía","LCA","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","3.21434","6.86766","","","","","","0","0","","0","","","","","","","","","2.40442","2.71436","2.34667","2.74891","2.18332","2.68295","2.39755","2.43721","2.57147","2.34995","2.33326","2.69326","2.18096","","2.71207","3.41971","2.91042","","","",
"América Latina y el Caribe","LCN","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","14.78271","13.66724","14.40568","14.17681","13.65807","12.93277","13.01408","13.1491","13.75471","12.64533","14.19641","13.90617","13.92681","13.59294","13.36846","13.13988","13.25734","12.54239","12.54319","12.36569","12.46412","12.16978","12.0474","11.73801","11.8051","12.41859","12.29951","11.90943","12.24026","12.04195","12.11942","10.98459","10.70638","10.14713","10.03923","9.55725","8.70733","7.74884","6.96206","6.38849","5.92391","5.70431","5.59388","5.13036","4.48167","4.34288","4.1633","4.38108","4.39285","","","",
"Países menos desarrollados: clasificación de las Naciones Unidas","LDC","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","17.55092","17.5358","17.39234","17.33863","17.36841","16.96538","16.94102","16.47934","16.26822","16.12552","16.02499","15.79023","15.96528","15.4376","14.98261","14.58801","14.45057","14.32886","13.99834","13.6507","13.43183","13.39155","12.73214","12.52157","13.33993","13.35123","13.05465","12.78296","12.8193","12.67775","12.64698","12.5911","12.32835","12.22197","12.2446","11.36234","11.06432","11.05681","10.6664","10.89836","10.51108","9.83759","9.71405","9.43126","8.86622","8.5303","8.4255","8.30283","8.16665","","","",
"Países de ingreso bajo","LIC","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","16.33733","16.43695","16.28323","16.2085","15.86917","15.09486","15.06831","15.07389","14.60421","14.28571","14.04819","13.81585","14.27338","14.11016","14.13019","14.29033","14.57974","14.94793","15.3047","15.27553","15.10503","15.17499","14.26853","14.11562","15.51167","15.35377","14.9428","14.46664","14.50918","14.37179","14.56244","14.45231","14.14797","14.03579","13.70287","12.02819","11.532","11.44637","10.89161","11.14885","10.84129","10.62401","10.66859","10.48957","9.82963","9.51195","9.39824","9.42059","9.25912","","","",
"Liechtenstein","LIE","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","","3.57698","3.19917","3.62986","3.61691","","","","",
"Sri Lanka","LKA","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","22.20502","","18.42804","","17.29871","15.41022","13.22504","11.94375","9.07522","11.94626","10.43158","10.7899","10.43136","10.22384","9.35025","8.20973","7.89104","8.85799","","7.16711","8.043","7.71114","7.05637","","","","","","5.13315","","","1.4061","","0.81031","","0.80452","0.94933","0.80821","0.82406","0.87424","0.73198","0.70741","0.80245","0.79142","0.88648","0.9305","0.85275","0.99391","","","","",
"Países de ingreso mediano bajo","LMC","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","14.65695","14.62087","14.10361","13.48211","12.89925","12.50969","11.9761","11.43891","11.00569","10.48877","9.95439","9.29432","8.71862","8.3247","7.69363","7.02214","6.74377","6.14765","6.0252","5.85768","5.80508","5.67176","5.56404","5.43459","5.28805","5.16745","5.0797","4.96358","4.97822","4.94635","4.91033","4.70492","4.54325","4.28758","4.2249","4.4247","4.32073","4.44959","4.38748","4.61961","4.69971","4.62202","3.49164","3.09149","2.64587","2.171","2.08012","2.01358","1.96032","","","",
"Ingreso mediano y bajo","LMY","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","11.604","11.45036","11.34605","11.00943","10.65368","10.35525","10.17363","10.04417","9.97967","9.67089","9.66535","9.39381","9.23449","9.03499","8.77257","8.43694","8.38012","8.03403","7.97022","7.85584","7.59152","7.41803","7.01993","6.713","6.53592","6.36754","6.08771","5.81032","5.81805","5.72","5.72274","5.49619","5.50604","5.37458","5.26807","5.20988","5.10579","5.12537","4.96555","5.10638","5.06526","4.98568","4.39831","4.12437","3.78957","3.47368","3.37487","3.38332","3.34122","","","",
"Lesotho","LSO","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","19.81639","21.57434","18.54379","5.51418","6.0314","7.8368","14.48728","15.64263","16.38088","20.65897","21.91503","23.37909","24.49946","23.68262","22.60456","23.59617","22.79687","22.06822","22.21359","21.71901","22.16069","20.91453","19.56136","18.44768","18.43677","20.05776","20.21442","20.28008","20.3663","18.30308","19.61774","21.17406","21.69622","18.16824","20.53529","20.94597","20.9855","21.15311","19.82004","20.01461","18.33659","16.66614","13.66745","8.7494","8.39599","9.16797","","","","","",
"avanzada del dividendo demográfico","LTE","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.16563","8.0478","7.45304","7.04964","6.38949","5.92501","5.50516","5.21128","4.79802","4.22945","4.29327","4.00861","3.84074","3.36257","3.38155","3.42598","3.18446","3.06564","2.82881","2.58998","2.35692","2.14377","1.94047","1.78232","1.64223","1.63977","1.59969","1.4619","1.49651","1.49709","1.49388","","","",
"Lituania","LTU","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.48774","1.9723","1.35159","1.34248","","0.90867","0.76679","0.66383","0.64518","0.61839","0.62568","0.69954","0.62158","0.64806","0.66977","0.60851","0.53406","0.51133","0.52339","0.48912","0.53583","0.423","0.43015","0.48847","","","","",
"Luxemburgo","LUX","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","6.18172","6.14679","5.86939","5.63499","6.13595","","","","5.98332","","","","","","","","","","","","","","","","4.96317","","4.53316","","","4.30599","4.39799","4.20253","3.99518","3.81701","","0","0","0","3.22837","3.60096","3.97272","3.89614","3.61262","","","","",
"Letonia","LVA","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.2099","2.89941","2.4916","","2.0501","1.96785","1.97399","1.9364","1.89921","2.7084","3.04851","2.84786","3.18266","3.30576","2.5351","2.1277","2.31991","1.57305","1.01371","0.75754","0.73067","0.77512","0.69602","","","","",
"Región Administrativa Especial de Macao, China","MAC","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.17474","","6.99461","6.60765","","","","","","6.27386","7.51978","6.96625","6.58132","7.10929","5.939","6.0747","5.66222","5.80894","6.16984","6.36393","5.66217","5.48245","4.37163","3.67955","3.15808","2.35857","2.33394","2.03601","1.70042","","","",
"Isla de San Martín (parte francesa)","MAF","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Marruecos","MAR","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","29.78745","29.85098","29.30328","29.65347","29.38183","28.0679","28.69587","27.86157","28.16028","28.63448","29.45313","29.00252","29.55858","31.04444","21.72575","19.81589","19.42575","16.7546","15.47269","13.72448","11.07392","12.27329","12.41762","12.27016","11.7477","11.99863","12.33871","12.48595","12.3966","12.34705","12.65122","12.60424","13.66466","13.21754","12.72513","12.56167","11.87753","11.88744","11.43783","10.74587","8.29433","7.28142","9.2297","9.55324","9.32883","9.67611","10.4531","10.12767","","","",
"Mónaco","MCO","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.97857","5.96252","","","","","","","0","","0","","","0","","","","","0","","","","1.02681","2.73973","","0.3998","0.39643","2.12014","0.90498","","",
"República de Moldova","MDA","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.39951","","","","0.91631","1.03809","1.1675","0.89044","0.41825","0.38761","0.25793","0.17541","0.14577","0.07645","0.08255","0","0","","","","0","0","0","0","","","",
"Madagascar","MDG","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","28.99367","28.64517","31.22779","","24.37774","","","","","","","","","","","","","33.23807","34.57711","34.67317","35.69775","33.57609","32.78886","32.37671","31.77613","33.80005","","32.57934","29.9129","27.9367","30.11146","30.47772","29.31724","29.96412","18.27496","19.72824","19.14061","19.65773","20.44623","19.91312","19.43031","20.51708","22.07021","20.92739","20.97355","21.35468","","26.0745","","","",
"Maldivas","MDV","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.27215","","","","","","","","5.18549","4.66314","","4.33074","3.60828","3.8248","3.81085","3.40807","3.20823","2.5676","1.67549","0.30835","0.06619","","","","",
"Oriente Medio y Norte de África","MEA","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","11.89841","11.96394","12.17659","11.36733","11.37214","11.8558","12.04085","11.89484","11.91499","12.29872","11.94511","12.38749","11.6242","11.60937","11.57683","10.33215","9.81741","10.30304","9.76087","9.5106","9.47639","9.32578","9.3594","8.70604","8.51957","8.45725","8.23813","8.28827","8.21945","8.12352","8.33712","7.71776","7.26256","6.82383","6.33874","6.07726","6.34878","6.63202","6.41307","6.54944","6.23659","6.01426","5.75625","5.75026","5.7488","5.43313","5.61759","5.51319","5.35374","","","",
"México","MEX","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","11.65193","11.04825","9.83313","9.63091","9.3754","10.36065","9.76488","9.94718","10.31208","10.18917","10.04","9.89639","9.92123","9.54228","9.33112","9.64216","9.39035","9.06868","8.69443","7.23153","7.03765","6.79748","6.91946","","6.60085","6.21841","5.49857","5.67876","5.12394","4.82963","4.64039","4.22503","3.82301","3.60281","3.61516","3.42792","3.12955","2.89237","2.05252","0.81807","0.78228","0.866","0.85013","","","","",
"Islas Marshall","MHL","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.7149","","","","","",
" Ingreso mediano","MIC","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","11.36854","11.20326","11.10443","10.75846","10.39792","10.11565","9.91188","9.76015","9.7014","9.38387","9.38404","9.09981","8.90229","8.69584","8.41056","8.04415","7.9624","7.56043","7.45721","7.33295","7.06016","6.84147","6.47962","6.15157","5.83339","5.62551","5.33892","5.01221","4.99212","4.88233","4.81476","4.50279","4.4248","4.22576","4.118","4.22609","4.12058","4.11318","3.95465","4.04027","4.01868","3.93996","3.20805","2.90476","2.57975","2.25858","2.16721","2.14837","2.11434","","","",
"Macedonia del Norte","MKD","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.33025","1.13949","1.00518","0.94876","0.09997","0.05095","0.04706","0.05292","0.07682","0.10817","0.18348","0.16496","0.17703","0.11614","0.10108","0.02172","0.2036","0.16342","","0.00093","0","0","0","","0","","","","",
"Malí","MLI","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","26.32215","29.24494","28.17146","27.16738","","22.91783","23.39056","26.49835","26.72605","28.64274","29.58967","","31.02993","29.76318","30.31994","29.56035","28.24902","29.54969","","","","","","","","","","","17.40785","17.40786","17.5228","19.27608","19.76477","18.9576","18.58387","16.95643","16.9564","14.22143","13.38939","12.85541","12.85542","19.22117","18.42449","20.06393","19.4586","20.8835","19.67893","","","","",
"Malta","MLT","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","1.64913","0.9213","0.34061","0.63864","1.04545","1.03908","0.95584","4.08443","3.73704","2.63807","1.96292","1.74767","1.58094","1.31521","1.29903","2.90839","2.6678","2.46691","1.73174","1.0536","1.27646","1.41189","1.56391","1.8351","1.96","1.64148","1.9308","1.80936","2.1109","1.96433","2.39785","2.28933","2.38095","2.04739","2.56116","2.03305","1.87736","1.82654","1.39823","0.87252","0.14538","0.30127","0.1691","0.47775","0.27692","0.15888","0.31788","","","","",
"Myanmar","MMR","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","20.93271","19.03851","18.362","20.4381","","","","","","","","","","","","","","","","","","","","","","","","","1.71377","0.52141","0.69871","0.69157","0.69668","0.55129","0.53336","0.51495","0.58703","0.44588","0.35274","0.29495","","","","","","","","0.47991","","","",
"Oriente Medio y Norte de África (excluido altos ingresos)","MNA","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","12.10804","12.17138","12.38355","11.51378","11.50956","12.03096","12.23606","12.08148","12.11102","12.53361","12.17912","12.68074","11.87722","11.87385","11.85537","10.51369","9.96013","10.49342","9.91106","9.66532","9.65382","9.50645","9.57978","8.88294","8.69109","8.65673","8.43472","8.51162","8.4637","8.39924","8.67352","8.0251","7.56461","7.13713","6.63029","6.36239","6.75832","7.16633","6.91296","7.12133","6.8122","6.62122","6.37584","6.35691","6.41027","6.06129","6.24828","6.06802","5.92468","","","",
"Montenegro","MNE","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.06941","0.08342","","","0.31396","0.65225","0.48787","0.31562","","","",
"Mongolia","MNG","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","4.85192","2.74599","1.78903","","","1.06596","","","","","","","","","","","","1.02648","0.79075","0.69216","0.71646","0.92096","0.7698","0.56182","0.6292","0.649","0.60832","0.4359","0.32609","0.49402","0.17942","0.10214","0.06424","0.1039","0.10484","0.06276","0.05391","0.07365","0.32059","0.11028","0.06013","","","",
"Mariana","MNP","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","27.98284","","","","","","","","","28.65446","28.62981","27.3664","23.54868","25.43122","24.73268","28.37508","27.36524","26.05557","24.48791","25.32331","25.75283","25.70268","25.72762","","","","23.8167","23.52659","22.7849","23.04945","","20.58948","10.38343","5.3044","5.92714","5.5136","7.02111","7.4518","7.66813","7.54407","6.87885","6.41076","6.17328","9.5582","9.35822","8.64903","","","",
"Mauritania","MRT","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","14.78252","13.44198","14.50503","13.73774","18.27342","14.00972","","17.18875","","17.7053","18.33167","19.78155","19.08212","19.5573","19.33714","17.95323","17.48277","16.0172","16.44964","16.12717","15.74678","15.76801","15.57667","15.75203","","15.22138","14.08616","","","10.10042","10.18027","3.40075","","2.64601","3.4557","","3.70892","3.34369","3.48823","3.11792","","2.39505","1.69825","","","",
"Mauricio","MUS","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","4.55004","6.17914","5.93829","6.67326","9.5171","8.13287","7.92872","4.58357","7.29408","8.02386","7.62209","6.56588","5.6414","4.49558","4.06029","3.62821","3.78908","4.20595","4.3189","4.65144","4.37523","4.8223","4.82754","4.42469","3.72224","3.99758","3.65665","3.48372","3.58414","3.66704","1.61962","0.98196","0.93668","0.8222","0.65277","0.01004","","","",
"Malawi","MWI","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","16.63266","15.9607","15.2068","16.49907","14.357","14.4071","15.32698","14.98817","12.44494","11.37163","13.20576","13.19682","15.36258","17.76495","18.5309","18.23432","18.35459","17.31194","13.739","17.74586","16.54659","17.94046","15.22601","","14.60518","14.41784","15.35449","16.4624","15.5738","","17.9912","20.15737","20.77052","20.67865","20.07369","18.72518","18.9651","19.61723","19.67903","18.88275","19.53035","","","","","","","",
"Malasia","MYS","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","0","","","","","","0","0","0","0","0","0","","0","0","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"América del Norte","NAC","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.47224","1.47032","1.47143","","","",
"Namibia","NAM","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.61945","","22.8004","17.61573","13.26981","","12.07491","12.29456","13.18555","13.05166","13.07565","13.1351","15.30321","15.13738","16.39286","","18.11405","15.82449","15.59251","","14.88998","14.88094","","","","","15.66783","","","",
"Nueva Caledonia","NCL","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","9.62925","9.70065","","","","","","","","","","","15.64138","16.0555","16.62433","17.08931","16.70639","16.85594","16.57463","16.68402","13.45936","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Níger","NER","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","19.22704","18.94211","18.55648","17.83279","15.97897","13.06776","12.70288","12.32561","13.80393","13.35716","14.34314","14.99981","14.80972","14.5199","14.99881","14.99989","14.99973","","12.75219","13.66566","13.80623","15.40108","17.56481","","18.31265","16.28993","12.99489","12.66012","12.16257","11.93713","10.22893","8.60567","7.33426","5.25972","5.3438","4.85448","4.89577","6.43963","5.04703","4.41761","3.71968","3.50732","4.20479","3.84801","3.37181","2.51379","","","","","",
"Nigeria","NGA","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nicaragua","NIC","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","12.76723","11.11247","13.21175","11.08575","13.70082","","","13.34052","14.11238","12.27999","16.92749","","15.32342","17.72551","8.6896","15.40056","13.70095","14.57656","15.40344","16.72364","16.56739","16.39534","16.6185","16.99215","15.01896","14.82016","","","","4.70281","5.11917","6.73206","8.92926","10.54252","10.54252","9.85145","9.52137","8.95564","11.04717","","7.94018","","","","","","","","","","","",
"Países Bajos","NLD","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","3.13121","2.65616","2.76598","2.78198","2.62482","2.45434","2.75274","2.76503","2.74858","2.58112","2.53416","2.42584","2.30318","2.16895","2.17867","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Noruega","NOR","Repetidores, escuela primaria, total (% del total de inscriptos)","SE.PRM.REPT.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
